position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,effective_temperature_snyder,flowgofluxsnyderheat,flowgofluxforcedconvectionheat,heat_budget,channel_width,crystal_fraction,core_temperature,strain_rate,vesicle_fraction,viscosity,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
0.0,884.197414068217,0.95,16.345316495473817,131693.28082919394,21934.59289219085,836.3816110912982,0,0,18964.907402977104,172592.7811243619,4.0,0.104,1387.15,9.434826164417965,0.3,376.93722536761,2079.0,3.965771931110348,773.15,0.8732788290439962,1.185761323725024e-05,-0.001998474141109591,0.005933333333333333,0.4755295592317367,0.13947411254218742,20.00335362052058,1.260999999999999,10.271028956630577,3571.7436972094124
10.0,884.1718555963162,0.95,16.3540302994705,131801.9671825931,21954.519312724755,836.3662924913721,0,0,18982.218584819097,172738.70508013695,4.003764105260133,0.10411857613237249,1387.130015258589,9.425956091691333,0.3,377.2866174738925,2079.0,3.962043543874254,773.15,0.8733035743990457,1.1867638626599423e-05,-0.002000163813471813,0.005933333333333333,0.47548416743141425,0.13947411254218742,20.00335362052058,1.260999999999999,10.304433200280627,3571.7436972094124
20.0,884.1462900787891,0.95,16.362760414709115,131910.86494076796,21974.484255715633,836.3509711945226,0,0,18999.563657729002,172884.9128542126,4.007535591284651,0.10423725251863848,1387.1100136204543,9.41708533786825,0.3,377.63667935259804,2079.0,3.958314870350619,773.15,0.8733283223554582,1.1877683515070274e-05,-0.0020018567722028553,0.005933333333333333,0.47543876578335914,0.13947411254218742,20.00335362052058,1.260999999999999,10.337936226072213,3571.7436972094124
30.0,884.1207175034823,0.95,16.371506888707703,132019.97474101096,21994.48783693585,836.3356471953158,0,0,19016.94272430296,173031.40530224977,4.011314480435398,0.10435602935378918,1387.0899950527323,9.408213901388141,0.3,377.98741298875444,2079.0,3.9545859098834795,773.15,0.8733530729177689,1.1887747961449124e-05,-0.0020035530272105267,0.005933333333333333,0.4753933542666684,0.13947411254218742,20.00335362052058,1.260999999999999,10.371538336528092,3571.7436972094124
40.0,884.0951378582077,0.95,16.38026976917348,132129.2972232185,22014.530172629915,836.3203204883023,0,0,19034.355887557616,173178.18328340605,4.015100795165928,0.10447490683340367,1387.0699595224603,9.39934178068679,0.3,378.33882037537705,2079.0,3.9508566618153442,773.15,0.8733778260905237,1.1897832024762535e-05,-0.002005252588443124,0.005933333333333333,0.4753479328603788,0.13947411254218742,20.00335362052058,1.260999999999999,10.405239835289942,3571.7436972094124
50.0,884.0695511307423,0.95,16.389049104003647,132238.8330299044,22034.611379516977,836.3049910680172,0,0,19051.80325093233,173325.24766035372,4.01889455802199,0.1045938851536513,1387.0499069965758,9.390468974196303,0.3,378.69090351350997,2079.0,3.9471271254871763,773.15,0.8734025818782797,1.1907935764278535e-05,-0.002006955465889641,0.005933333333333333,0.4753025015434653,0.13947411254218742,20.00335362052058,1.260999999999999,10.43904102712354,3571.7436972094124
60.0,884.0439573088283,0.95,16.397844941286525,132348.58280621158,22054.731574792888,836.2896589289808,0,0,19069.284918291065,173472.5992992955,4.022695791641932,0.10471296451129408,1387.029837441917,9.381595480345265,0.3,379.04366441226045,2079.0,3.9433973002384564,773.15,0.8734273402856039,1.1918059239507709e-05,-0.002008661669579951,0.005933333333333333,0.47525706029484294,0.13947411254218742,20.00335362052058,1.260999999999999,10.472942217924016,3571.7436972094124
70.0,884.0183563801733,0.95,16.40665732930233,132458.54719992852,22074.890876133166,836.2743240656973,0,0,19086.800993924986,173620.23906998668,4.026504518757278,0.10483214510368916,1387.009750825221,9.372721297558494,0.3,379.3971050888491,2079.0,3.9396671854070844,773.15,0.8734521013170745,1.1928202510204708e-05,-0.0020103712095850632,0.005933333333333333,0.47521160909336524,0.13947411254218742,20.00335362052058,1.260999999999999,10.506943714721093,3571.7436972094124
80.0,883.8825037271617,0.95,16.48962278924648,133256.33616970514,22220.775243430435,836.1847452435295,0,0,19210.398535070068,174687.50994820564,4.053246863475209,0.1049514271287912,1386.9896471131253,9.310882344164598,0.3,379.7512275686409,2079.0,3.913674211997183,773.15,0.8736246658523389,1.2001527044468873e-05,-0.0020227292771576753,0.005933333333333333,0.4749782045918218,0.13868361801737417,20.00335362052058,1.260999999999999,10.541045825684403,3551.6305222557594
90.0,882.6999978170177,0.95,17.32906389875422,141073.39949196702,23649.818154486587,835.3919232489978,0,0,20416.66292556546,185139.8805720191,4.3140578602203785,0.1050714423992359,1386.9694198203538,8.747982961856705,0.3,380.10791204957604,2079.0,3.677068838300432,773.15,0.8751970317515524,1.2719634531132934e-05,-0.0021437586288426294,0.005933333333333333,0.4729648830572937,0.13041208381315256,20.00335362052058,1.260999999999999,10.57543000685919,3341.0406303082923
100.0,881.6198024138857,0.95,18.18944322527966,149091.674386243,25115.860041626845,834.6704969347891,0,0,21654.191989104012,195861.72641697383,4.581644434274736,0.10519863874454723,1386.9479822340654,8.23706535918602,0.3,380.48636086457657,2079.0,3.4623131393111883,773.15,0.8766266450834447,1.34562557292541e-05,-0.0022679082689754104,0.005933333333333333,0.4711325159055634,0.12291652299436762,20.00335362052058,1.260999999999999,10.611950945558466,3150.0088889198864
110.0,881.5933175492896,0.95,18.200909326808404,149233.5734858546,25141.856387071024,834.6548924030881,0,0,21676.78160533119,196052.21147825682,4.586556164805661,0.10533320130183976,1386.9253031513756,8.228244308280683,0.3,380.88720005280254,2079.0,3.4586053575806446,773.15,0.8766513480174662,1.3469342592849745e-05,-0.0022701139201432158,0.005933333333333333,0.47108568999154354,0.12291652299436762,20.00335362052058,1.260999999999999,10.650675912608518,3150.0088889198864
120.0,881.5668238014874,0.95,18.212399935027506,149375.78897066455,25167.91035874604,834.6392843639713,0,0,21699.421922965383,196243.12125237598,4.591478936307978,0.10546789472776825,1386.9026020121742,8.2194223650339,0.3,381.2889173757181,2079.0,3.454897200769247,773.15,0.8766760541466706,1.3482458635420986e-05,-0.0022723244891158967,0.005933333333333333,0.4710388510011552,0.12291652299436762,20.00335362052058,1.260999999999999,10.689530301021597,3150.0088889198864
130.0,881.5403211526374,0.95,18.22391513180771,149518.32193503602,25194.022155406226,834.6236728095058,0,0,21722.113118127632,196434.45720856986,4.596412787166788,0.10560271931412246,1386.879878767283,8.210599527318395,0.3,381.69151581118416,2079.0,3.4511886679828296,773.15,0.8767007634772463,1.3495603957908672e-05,-0.002274539992905956,0.005933333333333333,0.47099199890344684,0.12291652299436762,20.00335362052058,1.260999999999999,10.728514562788423,3150.0088889198864
140.0,881.513809584839,0.95,18.235454999393546,149661.17347846393,25220.191976736325,834.6080577317329,0,0,21744.855367767497,196626.22082296776,4.60135775594787,0.10573767535370154,1386.8571333673538,8.201775793001266,0.3,382.09499835077986,2079.0,3.4474797583248624,773.15,0.8767254760153987,1.3508778661727073e-05,-0.0022767604486056865,0.005933333333333333,0.47094513366736424,0.12291652299436762,20.00335362052058,1.260999999999999,10.767629151815235,3150.0088889198864
150.0,881.4872890801337,0.95,18.24701962040588,149804.34470560594,25246.420023356975,834.5924391226683,0,0,21767.64884966795,196818.41357863086,4.60631388139876,0.10587276314031882,1386.8343657628677,8.192951159943943,0.3,382.49936799988353,2079.0,3.443770470896435,773.15,0.8767501917673491,1.3521982848766693e-05,-0.002278985873387645,0.005933333333333333,0.4708982552617496,0.12291652299436762,20.00335362052058,1.260999999999999,10.806874523933992,3150.0088889198864
160.0,881.4607596205032,0.95,18.258609077843914,149947.83672631302,25272.706496830397,834.5768169743016,0,0,21790.493742450446,197011.03696559387,4.611281202449856,0.1060079829688065,1386.8115759041339,8.184125626002148,0.3,382.90462777775434,2079.0,3.4400608047962336,773.15,0.8767749107393363,1.3535216621397142e-05,-0.0022812162845051364,0.005933333333333333,0.47085136365534075,0.12291652299436762,20.00335362052058,1.260999999999999,10.846251136912656,3150.0088889198864
170.0,881.4712805160661,0.95,18.238247872564223,149794.3613063937,25244.695438443712,834.5859617173397,0,0,21767.51901979075,196806.57576462816,4.6063415144950595,0.10614333513502046,1386.788763741289,8.192902011046131,0.3,383.3107807176103,2079.0,3.4437498119763883,773.15,0.8767503294239721,1.3521169557393184e-05,-0.00227884880180784,0.005933333333333333,0.47086710796490205,0.12318114981555499,20.00335362052058,1.260999999999999,10.88575945046553,3156.756240648856
180.0,881.6380202483991,0.95,18.084874015904802,148403.87892162698,24990.515756936005,834.6995602293372,0,0,21553.671250145588,194948.0659287086,4.560131280616645,0.10627854683059439,1386.7659752532709,8.275925041475682,0.3,383.7170088502532,2079.0,3.478647159100276,773.15,0.8765178286767799,1.3393484664152599e-05,-0.002257328875980775,0.005933333333333333,0.4711470408951326,0.12456357275618214,20.00335362052058,1.260999999999999,10.925319926350863,3192.0011182784265
190.0,881.7674781789015,0.95,17.96543150134075,147328.10682872127,24793.88218191988,834.7882576946873,0,0,21388.36909831445,193510.3581089556,4.524417113141438,0.10641248167723591,1386.7434019645111,8.341252301441395,0.3,384.1198909564264,2079.0,3.5061063840391973,773.15,0.8763349271606358,1.3294710062087885e-05,-0.002240681471138408,0.005933333333333333,0.47136405663340275,0.12568108962294158,20.00335362052058,1.260999999999999,10.964598720131981,3220.4877590014626
200.0,881.7410717203727,0.95,17.976605809256462,147466.70891685967,24819.274237863407,834.7726709054097,0,0,21410.439207063955,193696.42236178703,4.5292160807545345,0.10654542877785679,1386.7209951497998,8.332414259949543,0.3,384.5202849603977,2079.0,3.502391460598788,773.15,0.876359669440349,1.3307493203613156e-05,-0.0022428359331932287,0.005933333333333333,0.47131736519640466,0.12568108962294158,20.00335362052058,1.260999999999999,11.00367839196316,3220.4877590014626
210.0,881.714656555518,0.95,17.987803743308643,147605.61660468404,24844.721953850974,834.7570806856658,0,0,21432.55829959769,193882.8968581327,4.534025715748743,0.10667850370989292,1386.6985667904678,8.323575344221364,0.3,384.92154660681376,2079.0,3.4986761696877107,773.15,0.8763844148661777,1.3320304530030597e-05,-0.002244995145510775,0.005933333333333333,0.4712706609997886,0.12568108962294158,20.00335362052058,1.260999999999999,11.042886083219623,3220.4877590014626
220.0,881.6882326670825,0.95,17.999025381538782,147744.83093731478,24870.225519684853,834.7414870277796,0,0,21454.726544147416,194069.78300114704,4.538846054791198,0.10681170675519322,1386.6761168390126,8.31473555218607,0.3,385.3236788058093,2079.0,3.494960510435542,773.15,0.8764091634441463,1.3333144137740891e-05,-0.0022471591243383524,0.005933333333333333,0.47122394401364726,0.12568108962294158,20.00335362052058,1.260999999999999,11.082222234198467,3220.4877590014626
230.0,881.6618000377556,0.95,18.010270802340905,147884.35296471804,24895.78512604575,834.7258899240505,0,0,21476.94410972731,194257.0822004911,4.543677134719678,0.10694503819657063,1386.6536452477692,8.305894881767427,0.3,385.7266844807789,2079.0,3.4912444819695727,773.15,0.8764339151802956,1.334601212359175e-05,-0.0022493278859986097,0.005933333333333333,0.47117721420797576,0.12568108962294158,20.00335362052058,1.260999999999999,11.121687287039515,3220.4877590014626
240.0,881.6353586501705,0.95,18.021540084463634,148024.18374173404,24921.400964497956,834.7102893667534,0,0,21499.211166138615,194444.79587237063,4.548518992543608,0.10707849831780654,1386.6311519689093,8.297053330883731,0.3,386.1305665684537,2079.0,3.4875280834147926,773.15,0.876458670080682,1.3358908584880521e-05,-0.0022515014468899755,0.005933333333333333,0.47113047155266974,0.12568108962294158,20.00335362052058,1.260999999999999,11.161281685735029,3220.4877590014626
250.0,881.6089084869042,0.95,18.032833307011988,148164.32432810523,24947.073227494442,834.6946853481383,0,0,21521.527883974155,194632.92543957382,4.553371665445051,0.10721208740365534,1386.6086369544405,8.288210897447835,0.3,386.5353280189767,2079.0,3.483811313893903,773.15,0.8764834281513781,1.3371833619356784e-05,-0.0022536798234870986,0.005933333333333333,0.4710837160175261,0.12568108962294158,20.00335362052058,1.260999999999999,11.201005876139474,3220.4877590014626
