x	y	z	L	slope
370254.870928	7647142.206385	1478.332663	1279.569072	21.469920
370263.844471	7647146.619493	1474.211733	1289.569072	22.396876
370272.818014	7647151.032601	1470.090803	1299.569072	22.396876
370281.791557	7647155.445709	1465.969873	1309.569072	22.396876
370290.765101	7647159.858817	1461.848943	1319.569072	22.396876
370299.738644	7647164.271926	1457.728013	1329.569072	25.155015
370309.727336	7647164.320540	1452.462401	1339.557883	27.911223
370319.718717	7647164.113414	1447.143265	1349.551411	28.291134
370329.684147	7647163.282623	1441.701361	1359.551411	28.555450
370339.649577	7647162.451833	1436.259457	1369.551411	28.555450
370349.615006	7647161.621042	1430.817553	1379.551411	28.555450
370359.580436	7647160.790252	1425.375649	1389.551411	28.555450
370369.545866	7647159.959462	1419.933746	1399.551411	28.555450
370379.511295	7647159.128671	1414.491842	1409.551411	28.555450
370389.476725	7647158.297881	1409.049938	1419.551411	28.555450
370399.442154	7647157.467091	1403.608034	1429.551411	28.282537
370409.402842	7647156.584589	1398.289443	1439.551116	27.403188
370419.353176	7647155.589171	1393.240117	1449.551116	26.791487
370429.303510	7647154.593753	1388.190792	1459.551116	26.791487
370439.253844	7647153.598335	1383.141466	1469.551116	26.791487
370449.204177	7647152.602917	1378.092141	1479.551116	26.791487
370459.154511	7647151.607499	1373.042815	1489.551116	26.791487
370469.104845	7647150.612081	1367.993489	1499.551116	26.791487
370479.055179	7647149.616663	1362.944164	1509.551116	23.278295
370489.027751	7647148.884412	1359.389643	1519.550536	18.931205
370499.004595	7647148.204365	1356.084881	1529.550530	18.283419
370508.982415	7647147.538695	1352.781906	1539.550530	18.419360
370518.974984	7647147.315825	1349.426117	1549.545584	18.559763
370528.974984	7647147.316054	1346.043719	1559.545584	18.559763
370538.974984	7647147.316282	1342.661320	1569.545584	18.559763
370548.974984	7647147.316511	1339.278922	1579.545584	18.559763
370558.974984	7647147.316740	1335.896523	1589.545584	18.559763
370568.974984	7647147.316969	1332.514125	1599.545584	18.559763
370578.974984	7647147.317198	1329.131726	1609.545584	18.559763
370588.974984	7647147.317424	1325.676300	1619.545584	18.559763
370598.974984	7647147.317646	1322.135539	1629.545584	18.559763
370608.974984	7647147.317868	1318.594778	1639.545584	18.559763
370618.974984	7647147.318090	1315.054016	1649.545584	18.559763
370628.974984	7647147.318311	1311.513255	1659.545584	18.559763
370638.974984	7647147.318533	1307.972494	1669.545584	18.559763
370648.974984	7647147.318755	1304.431733	1679.545584	18.559763
370658.974984	7647147.318920	1300.848491	1689.545584	18.559763
370668.974984	7647147.318920	1297.142431	1699.545584	18.559763
370678.974984	7647147.318920	1293.436370	1709.545584	18.559763
370688.974984	7647147.318920	1289.730310	1719.545584	18.559763
370698.957220	7647146.767530	1286.061301	1729.543037	18.559763
370708.936485	7647146.123881	1282.398491	1739.543037	18.559763
370718.915749	7647145.480233	1278.735682	1749.543037	18.559763
370728.895013	7647144.836584	1275.072873	1759.543037	18.559763
370738.874278	7647144.192936	1271.410064	1769.543037	18.559763
370748.853542	7647143.549287	1267.747254	1779.543037	18.559763
370758.832806	7647142.905638	1264.084445	1789.543037	18.559763
370768.812880	7647142.274741	1260.503919	1799.543033	18.559763
370778.793414	7647141.651093	1256.970173	1809.543033	18.559763
370788.773949	7647141.027446	1253.436427	1819.543033	18.559763
370798.754483	7647140.403798	1249.902681	1829.543033	18.559763
370808.735017	7647139.780150	1246.368936	1839.543033	18.559763
370818.715551	7647139.156502	1242.835190	1849.543033	18.559763
370828.694415	7647138.909602	1239.386625	1859.524950	18.559763
370838.669024	7647139.621758	1236.154901	1869.524950	18.559763
370848.643634	7647140.333913	1232.923176	1879.524950	18.559763
370858.624063	7647140.956656	1229.678249	1889.524789	18.559763
370868.606821	7647141.543643	1226.428042	1899.524789	18.559763
370878.524546	7647142.678364	1222.943170	1909.507217	18.559763
370888.367213	7647144.445255	1219.187458	1919.507217	18.559763
370898.209880	7647146.212146	1215.431746	1929.507217	18.559763
370908.052547	7647147.979037	1211.676033	1939.507217	18.559763
370917.895214	7647149.745928	1207.920321	1949.507217	18.559763
370927.737881	7647151.512819	1204.164609	1959.507217	18.559763
370937.580549	7647153.279709	1200.408897	1969.507217	18.559763
370947.417477	7647155.078150	1196.336917	1979.507195	18.559763
370957.251944	7647156.890131	1192.129213	1989.507195	18.559763
370967.086410	7647158.702111	1187.921510	1999.507195	18.559763
370976.920876	7647160.514092	1183.713806	2009.507195	18.559763
370986.755342	7647162.326072	1179.506102	2019.507195	18.559763
370996.589809	7647164.138053	1175.298398	2029.507195	18.559763
371006.573138	7647164.320540	1170.834837	2039.492191	18.559763
371016.573138	7647164.320540	1166.342622	2049.492191	18.559763
371026.573138	7647164.320540	1161.850407	2059.492191	18.559763
371036.570448	7647164.514497	1157.417201	2069.491383	18.559763
371046.566601	7647164.791821	1153.009358	2079.491383	18.559763
371056.562755	7647165.069144	1148.601514	2089.491383	18.559763
371066.558909	7647165.346468	1144.193671	2099.491383	18.559763
371076.555063	7647165.623791	1139.785828	2109.491383	18.559763
371086.551217	7647165.901115	1135.377985	2119.491383	18.559763
371096.547371	7647166.178438	1130.970142	2129.491383	18.559763
371106.543525	7647166.455762	1126.562299	2139.491383	18.559763
371116.539678	7647166.733085	1122.154456	2149.491383	18.559763
371126.536742	7647166.974695	1117.692104	2159.491366	18.559763
371136.534046	7647167.206905	1113.215407	2169.491366	18.559763
371146.531349	7647167.439116	1108.738710	2179.491366	18.559763
371156.528653	7647167.671326	1104.262013	2189.491366	18.559763
371166.525957	7647167.903536	1099.785316	2199.491366	18.559763
371176.523260	7647168.135747	1095.308619	2209.491366	18.559763
371186.520564	7647168.367957	1090.831922	2219.491366	18.559763
371196.517867	7647168.600167	1086.355225	2229.491366	18.559763
371206.497997	7647168.412023	1081.819110	2239.473268	18.559763
371216.383874	7647166.932052	1077.197817	2249.469312	18.559763
371226.231701	7647165.194153	1072.600692	2259.469312	18.559763
371236.102292	7647163.597003	1068.149322	2269.468284	18.559763
371245.995892	7647162.142123	1063.845280	2279.468284	18.559763
371255.889492	7647160.687242	1059.541238	2289.468284	18.559763
371265.783093	7647159.232362	1055.237196	2299.468284	18.559763
371275.676693	7647157.777481	1050.933154	2309.468284	18.559763
371285.570293	7647156.322601	1046.629113	2319.468284	18.559763
371295.463893	7647154.867720	1042.325071	2329.468284	18.559763
371305.331570	7647153.247559	1038.263848	2339.468083	18.559763
371315.195516	7647151.603612	1034.237571	2349.468083	18.559763
371325.059462	7647149.959664	1030.211295	2359.468083	18.559763
371334.923409	7647148.315717	1026.185018	2369.468083	18.559763
371344.787355	7647146.671769	1022.158742	2379.468083	18.559763
371354.651301	7647145.027821	1018.132465	2389.468083	18.559763
371364.515248	7647143.383874	1014.106189	2399.468083	18.559763
371374.286710	7647141.259697	1010.498274	2409.467763	18.559763
371384.055698	7647139.122674	1006.901551	2419.467763	18.559763
371393.845828	7647137.085228	1003.281157	2429.467654	18.559763
371403.640399	7647135.068703	999.655790	2439.467654	18.559763
371413.434970	7647133.052179	996.030422	2449.467654	18.559763
371423.229506	7647131.035478	992.287104	2459.467654	18.559763
371433.024010	7647129.018628	988.442930	2469.467654	18.559763
371442.818514	7647127.001778	984.598757	2479.467654	18.559763
371452.613019	7647124.984928	980.754583	2489.467654	18.559763
371462.407523	7647122.968078	976.910410	2499.467654	18.559763
371472.202027	7647120.951228	973.066237	2509.467654	18.559763
371481.955230	7647118.746303	969.257420	2519.466987	18.559763
371491.693562	7647116.473664	965.461333	2529.466987	18.559763
371501.431894	7647114.201025	961.665246	2539.466987	18.559763
371511.170226	7647111.928387	957.869159	2549.466987	18.559763
371521.012005	7647110.158298	954.437128	2559.466678	18.559763
371530.856213	7647108.400014	951.013648	2569.466678	18.559763
371540.700421	7647106.641730	947.590168	2579.466678	18.559763
371550.544630	7647104.883445	944.166688	2589.466678	18.559763
371560.388838	7647103.125161	940.743208	2599.466678	18.559763
371570.245822	7647101.440873	937.280498	2609.466525	18.559763
371580.109696	7647099.796496	933.796630	2619.466525	18.559763
371589.973571	7647098.152119	930.312762	2629.466525	18.559763
371599.837446	7647096.507742	926.828894	2639.466525	18.559763
371609.701320	7647094.863364	923.345026	2649.466525	18.559763
371619.565195	7647093.218987	919.861158	2659.466525	18.559763
371629.429070	7647091.574610	916.377290	2669.466525	18.559763
371639.271917	7647089.829133	912.898370	2679.462942	18.559763
371648.973451	7647087.404210	909.452704	2689.462942	18.559763
371658.737288	7647085.256403	906.031773	2699.460221	18.559763
371668.455416	7647082.916262	902.637919	2709.456134	18.559763
