x	y	z	L	slope
372034.320095	7647046.015947	780.264015	2999.028505	18.675776
372044.302407	7647045.555474	777.363884	3009.021432	18.675776
372054.272952	7647044.788507	774.353108	3019.021432	18.675776
372064.243496	7647044.021541	771.342331	3029.021432	18.675776
372074.214041	7647043.254574	768.331555	3039.021432	18.675776
372084.184586	7647042.487607	765.320779	3049.021432	18.675776
372094.155131	7647041.72064	762.310002	3059.021432	18.675776
372104.120753	7647040.893601	759.261808	3069.021313	18.675776
372114.083157	7647040.027287	756.189151	3079.021313	18.675776
372124.045562	7647039.160972	753.116493	3089.021313	18.675776
372134.007966	7647038.294658	750.043835	3099.021313	18.675776
372143.97037	7647037.428343	746.971178	3109.021313	18.675776
372153.912599	7647036.371613	744.08731	3119.019542	18.675776
372163.835339	7647035.130958	741.385797	3129.019542	18.675776
372173.758079	7647033.890304	738.684284	3139.019542	18.675776
372183.68082	7647032.649649	735.982772	3149.019542	18.675776
372193.554723	7647031.08487	733.452154	3159.016667	18.675776
372203.402491	7647029.346631	731.012994	3169.016667	18.675776
372213.250258	7647027.608392	728.573834	3179.016667	18.675776
372223.098026	7647025.870154	726.134674	3189.016667	18.675776
372232.945793	7647024.131915	723.695513	3199.016667	18.675776
372242.845558	7647022.987372	721.42064	3208.982374	18.675776
372252.845558	7647022.987311	719.462465	3218.982374	18.675776
372262.845558	7647022.98725	717.504291	3228.982374	18.675776
372272.845558	7647022.987189	715.546117	3238.982374	18.675776
372282.845558	7647022.987114	713.587946	3248.982374	18.675776
372292.845558	7647022.987033	711.629777	3258.982374	18.675776
372302.845558	7647022.986951	709.671608	3268.982374	18.675776
372312.845558	7647022.98687	707.713439	3278.982374	18.675776
372322.777596	7647021.828258	705.820927	3288.981762	18.675776
372332.709016	7647020.659115	703.929012	3298.981762	18.675776
372342.640436	7647019.489972	702.037096	3308.981762	18.675776
372352.571856	7647018.32083	700.145181	3318.981762	18.675776
372362.503276	7647017.151687	698.253265	3328.981762	18.675776
372372.457152	7647016.201964	696.209301	3338.980843	18.675776
372382.419511	7647015.335124	694.107902	3348.980843	18.675776
372392.381869	7647014.468284	692.006503	3358.980843	18.675776
372402.344228	7647013.601443	689.905104	3368.980843	18.675776
372412.306586	7647012.734603	687.803705	3378.980843	18.675776
372422.268945	7647011.867763	685.702306	3388.980843	18.675776
372432.21506	7647010.855442	683.477674	3398.978343	18.675776
372442.123273	7647009.503662	680.965494	3408.978343	18.675776
372452.031487	7647008.151882	678.453314	3418.978343	18.675776
372461.932887	7647006.751324	675.949609	3428.978307	18.675776
372471.8323	7647005.336534	673.448377	3438.978307	18.675776
372481.818615	7647005.144877	671.176917	3448.966462	18.675776
372491.818615	7647005.145827	668.941638	3458.966462	18.675776
372501.818615	7647005.146776	666.70636	3468.966462	18.675776
372511.818615	7647005.147726	664.471081	3478.966462	18.675776
372521.818615	7647005.148675	662.235803	3488.966462	18.675776
372531.818615	7647005.149625	660.000524	3498.966462	18.675776
372541.818615	7647005.150574	657.765246	3508.966462	18.675776
372551.818615	7647005.151571	655.719216	3518.966462	18.675776
372561.818615	7647005.152576	653.706421	3528.966462	18.675776
372571.818615	7647005.153582	651.693626	3538.966462	18.675776
372581.818615	7647005.154587	649.680831	3548.966462	18.675776
372591.818615	7647005.155592	647.668036	3558.966462	18.675776
372601.818614	7647005.156597	645.655241	3568.966462	18.675776
372611.818614	7647005.157602	643.642446	3578.966462	18.675776
372621.725891	7647006.401409	641.700482	3588.95151	18.675776
372631.615329	7647007.884317	639.772146	3598.95151	18.675776
372641.448738	7647009.699499	637.861825	3608.951051	18.675776
372651.277614	7647011.541565	635.952963	3618.951051	18.675776
372661.127067	7647013.248565	634.041646	3628.947329	18.675776
372671.058561	7647014.417081	632.120546	3638.947329	18.675776
372680.990055	7647015.585597	630.199446	3648.947329	18.675776
372690.921549	7647016.754113	628.278346	3658.947329	18.675776
372700.853042	7647017.922629	626.357246	3668.947329	18.675776
372710.784536	7647019.091145	624.436146	3678.947329	18.675776
372720.71603	7647020.259661	622.515047	3688.947329	18.675776
372730.673072	7647021.183158	620.551754	3698.947105	18.675776
372740.631999	7647022.08857	618.585346	3708.947105	18.675776
372750.590926	7647022.993983	616.618939	3718.947105	18.675776
372760.549853	7647023.899395	614.652532	3728.947105	18.675776
372770.50878	7647024.804807	612.686125	3738.947105	18.675776
372780.37054	7647023.398405	610.322028	3748.908645	18.675776
372790.218366	7647021.660499	607.900904	3758.908645	18.675776
372800.066192	7647019.922593	605.47978	3768.908645	18.675776
372809.914019	7647018.184687	603.058656	3778.908645	18.675776
372819.810745	7647016.753133	600.665591	3788.908372	18.675776
372829.710241	7647015.338927	598.274115	3798.908372	18.675776
372839.622863	7647014.109525	595.913238	3808.89694	18.675776
372849.622862	7647014.110441	593.756074	3818.89694	18.675776
372859.622862	7647014.111356	591.598909	3828.89694	18.675776
372869.622862	7647014.112272	589.441744	3838.89694	18.675776
372879.622862	7647014.113187	587.28458	3848.89694	18.675776
372889.622862	7647014.114103	585.127415	3858.89694	18.675776
372899.622862	7647014.115018	582.971279	3868.89694	18.675776
372909.622862	7647014.115885	580.88869	3878.89694	18.675776
372919.622862	7647014.116752	578.8061	3888.89694	18.675776
372929.622862	7647014.11762	576.723511	3898.89694	18.675776
372939.622862	7647014.118487	574.640922	3908.89694	18.675776
372949.622862	7647014.119354	572.558333	3918.89694	18.675776
372959.622862	7647014.120222	570.475744	3928.89694	18.675776
372969.540463	7647015.334077	568.37838	3938.888549	18.675776
372979.448713	7647016.685588	566.27934	3948.888549	18.675776
372989.354398	7647018.054534	564.181042	3958.888379	18.675776
372999.23198	7647019.614458	562.090882	3968.888379	18.675776
373009.109563	7647021.174382	560.000721	3978.888379	18.675776
373018.987145	7647022.734306	557.910561	3988.888379	18.675776
373028.895137	7647023.997458	555.753419	3998.876565	18.675776
373038.883816	7647024.473164	553.418548	4008.876565	18.675776
373048.872495	7647024.948869	551.083678	4018.876565	18.675776
373058.861173	7647025.424574	548.748807	4028.876565	18.675776
373068.849852	7647025.90028	546.413937	4038.876565	18.675776
373078.838531	7647026.375989	544.077154	4048.876565	18.675776
373088.827208	7647026.851729	541.727209	4058.876565	18.675776
373098.815885	7647027.327469	539.377264	4068.876565	18.675776
373108.804562	7647027.803209	537.027319	4078.876565	18.675776
373118.79324	7647028.278948	534.677374	4088.876565	18.675776
373128.768598	7647028.947075	532.335371	4098.874273	18.675776
373138.727546	7647029.852255	530.003152	4108.874273	18.675776
373148.686495	7647030.757436	527.670934	4118.874273	18.675776
373158.645443	7647031.662616	525.338716	4128.874273	18.675776
373168.602681	7647032.585709	522.999005	4138.874208	18.675776
373178.553075	7647033.580528	520.629291	4148.874208	18.675776
373188.503469	7647034.575347	518.259577	4158.874208	18.675776
373198.453863	7647035.570167	515.889864	4168.874208	18.675776
373208.404256	7647036.564986	513.52015	4178.874208	18.675776
373218.356423	7647037.535772	511.151107	4188.873611	18.675776
373228.345091	7647038.011695	508.795863	4198.873611	18.675776
373238.33376	7647038.487618	506.440619	4208.873611	18.675776
373248.322428	7647038.963541	504.085375	4218.873611	18.675776
373258.313187	7647039.38295	501.731506	4228.873169	18.675776
373268.309722	7647039.646144	499.381437	4238.873169	18.675776
373278.306258	7647039.909339	497.031368	4248.873169	18.675776
373288.302794	7647040.172533	494.681299	4258.873169	18.675776
373298.280672	7647040.804224	491.110443	4268.871022	18.675776
373308.252666	7647041.552109	487.154649	4278.871022	18.675776
373318.22466	7647042.299995	483.198855	4288.871022	18.675776
373328.196654	7647043.04788	479.243061	4298.871022	18.675776
373338.168648	7647043.795765	475.287267	4308.871022	18.675776
373348.12573	7647044.696677	471.384723	4318.868777	18.675776
373358.054495	7647045.888153	467.583289	4328.868777	18.675776
373367.983261	7647047.07963	463.781856	4338.868777	18.675776
373377.912026	7647048.271106	459.980423	4348.868777	18.675776
373387.840792	7647049.462583	456.17899	4358.868777	18.675776
373397.769557	7647050.65406	452.377557	4368.868777	18.675776
373407.698322	7647051.845536	448.576123	4378.868777	18.675776
373417.58161	7647053.354423	445.511654	4388.866583	18.675776
373427.445489	7647054.998775	442.76171	4398.866583	18.675776
373437.294711	7647056.7252	440.009423	4408.865969	18.675776
373447.118044	7647058.596599	437.252997	4418.865969	18.675776
373456.988727	7647060.189778	434.671561	4428.864399	18.675776
373466.878075	7647061.673288	432.159101	4438.864399	18.675776
373476.767423	7647063.156798	429.646642	4448.864399	18.675776
373486.65677	7647064.640308	427.134183	4458.864399	18.675776
373496.546118	7647066.123818	424.621724	4468.864399	18.675776
373506.435466	7647067.607328	422.109265	4478.864399	18.675776
373516.324814	7647069.090838	419.596805	4488.864399	18.675776
373526.214164	7647070.574332	417.145814	4498.864399	18.675776
373536.103518	7647072.057796	414.810716	4508.864399	18.675776
373545.992873	7647073.541259	412.475618	4518.864399	18.675776
373555.882228	7647075.024723	410.14052	4528.864399	18.675776
373565.853053	7647075.691259	407.787728	4538.857478	18.675776
373575.840604	7647076.190072	405.431304	4548.857478	18.675776
373585.828156	7647076.688886	403.074879	4558.857478	18.675776
373595.815707	7647077.1877	400.718455	4568.857478	18.675776
373605.803259	7647077.686513	398.36203	4578.857478	18.675776
373615.740674	7647077.013323	396.039614	4588.817669	18.675776
373625.584176	7647075.277411	393.754267	4598.813064	18.675776
373635.584176	7647075.277411	391.329705	4608.813064	18.675776
373645.584176	7647075.277411	388.905143	4618.813064	18.675776
373655.584176	7647075.277411	386.480582	4628.813064	18.675776
373665.584176	7647075.277411	384.05602	4638.813064	18.675776
373675.584176	7647075.277411	381.631458	4648.813064	18.675776
373685.584176	7647075.277411	379.206897	4658.813064	18.675776
373695.584176	7647075.277411	376.782335	4668.813064	18.675776
373705.584176	7647075.277411	374.42862	4678.813064	18.675776
373715.584176	7647075.277411	372.154441	4688.813064	18.675776
373725.584176	7647075.277411	369.880262	4698.813064	18.675776
373735.584176	7647075.277411	367.606083	4708.813064	18.675776
373745.584176	7647075.277411	365.331904	4718.813064	18.675776
373755.584176	7647075.277411	363.057725	4728.813064	18.675776
373765.584176	7647075.277411	360.783547	4738.813064	18.675776
373775.584176	7647075.277411	358.509368	4748.813064	18.675776
373785.584176	7647075.277411	356.235189	4758.813064	18.675776
373795.584176	7647075.277195	354.024664	4768.813064	18.675776
