flow_id,Effusion_rate,Depth,Width_init,X_init,Y_init,Elevation_init,X_run_out,Y_run_out,Elevation_run_out,Distance_run_out
369050_7647036,5.0,0.7959999999999994,4.015638103730995,369070.63,7647075.28,1728.8,373437.29,7647056.73,440.0,4409.0
369050_7647036,10.0,1.0019999999999991,4.007594922191645,369070.63,7647075.28,1728.8,375756.56,7646557.32,29.3,6847.0
369050_7647036,15.0,1.145999999999999,4.005027684302962,369070.63,7647075.28,1728.8,375756.56,7646557.32,29.3,6847.0
369050_7647036,20.0,1.260999999999999,4.003764105260133,369070.63,7647075.28,1728.8,375756.56,7646557.32,29.3,6847.0
369050_7647036,25.0,1.3589999999999989,4.003009191260695,369070.63,7647075.28,1728.8,375756.56,7646557.32,29.3,6847.0
369050_7647036,30.0,1.4439999999999988,4.0025145201369945,369070.63,7647075.28,1728.8,375756.56,7646557.32,29.3,6847.0
