position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,effective_temperature_snyder,flowgofluxsnyderheat,flowgofluxforcedconvectionheat,heat_budget,channel_width,crystal_fraction,core_temperature,strain_rate,vesicle_fraction,viscosity,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
0.0,872.0138506176645,0.95,14.285683626396276,124583.40254879584,34748.14276011641,828.3273488837267,0,0,18683.722851402435,178015.2681603147,4.0,0.104,1387.15,5.940615355479907,0.3,376.93722536761,2079.0,1.5762432743206674,773.15,0.8892828171415327,4.874593595942884e-05,-0.0082156071841734,0.005933333333333333,0.7769877341108327,0.13947411254218742,5.018758585437001,0.7959999999999994,10.271028956630577,2254.6455059307627
10.0,871.954995750549,0.95,14.323643287925615,125036.70246581557,34879.32388412411,828.2960416520796,0,0,18755.6701020652,178671.6964520049,4.015638103730995,0.10448745935959429,1387.0678439281583,5.917480810793566,0.3,378.37594823794115,2079.0,1.5701049084638916,773.15,0.8893243045581933,4.892568577414624e-05,-0.008245902096766221,0.005933333333333333,0.7768158814107204,0.13947411254218742,5.018758585437001,0.7959999999999994,10.408802592292805,2254.6455059307627
20.0,871.8960367775059,0.95,14.361901352889854,125493.78002014407,35011.59347039497,828.264691194479,0,0,18828.22147174508,179333.5949622841,4.031407713980623,0.10497671621733576,1386.9853849071906,5.894333470542604,0.3,379.8263544070084,2079.0,1.5639631475173028,773.15,0.8893658168583762,4.910693349928326e-05,-0.008276449466171336,0.005933333333333333,0.7766437174428733,0.13947411254218742,5.018758585437001,0.7959999999999994,10.548285064053616,2254.6455059307627
30.0,871.8369728742756,0.95,14.400461558568638,125954.68433772295,35144.96564258903,828.2332971609802,0,0,18901.38485249751,180001.0348328095,4.04731055024033,0.1054677855523286,1386.902620412529,5.871173246270565,0.3,381.2885915666745,2079.0,1.5578179680104554,773.15,0.8894073542040337,4.9289698615565864e-05,-0.008307252575657169,0.005933333333333333,0.7764712396295923,0.13947411254218742,5.018758585437001,0.7959999999999994,10.689498770485898,2254.6455059307627
40.0,871.77780320625,0.95,14.43932770663509,126419.46541415558,35279.45477402859,828.2018591972918,0,0,18975.168276538836,180674.08846472303,4.063348362558492,0.10596068253848426,1386.8195478867724,5.848000048648934,0.3,382.7628099576001,2079.0,1.5516693462415159,773.15,0.8894489167587136,4.947400094860491e-05,-0.008338314766618806,0.005933333333333333,0.7762984453605228,0.13947411254218742,5.018758585437001,0.7959999999999994,10.83246646822034,2254.6455059307627
50.0,871.718526928292,0.95,14.4785036645708,126888.17413422259,35415.07549329462,828.1703769447014,0,0,19049.579919399384,181352.8295469166,4.079522932228146,0.1064554225479703,1386.7361647391062,5.8248137874643815,0.3,384.24916242515667,2079.0,1.5455172582738814,773.15,0.8894905046875834,4.965986067663592e-05,-0.008369639439882458,0.005933333333333333,0.7761253319920849,0.13947411254218742,5.018758585437001,0.7959999999999994,10.977211279157766,2254.6455059307627
60.0,871.6591431845526,0.95,14.517993367118969,127360.86229192947,35551.84268997564,828.1388500399985,0,0,19124.628103162555,182037.3330850677,4.0958360724935075,0.10695202115473666,1386.6524683447074,5.801614371605761,0.3,385.7478044768312,2079.0,1.5393616799327274,773.15,0.8895321181574531,4.984729833846988e-05,-0.008401230057045486,0.005933333333333333,0.7759518968468917,0.13947411254218742,5.018758585437001,0.7959999999999994,11.123756697858731,2254.6455059307627
70.0,871.5996511082832,0.95,14.557800817776831,127837.5826111037,35689.77152057389,828.1072781153963,0,0,19200.321299792864,182727.67543147044,4.1122896292758915,0.10745049413812136,1386.5684560441368,5.778401709050785,0.3,387.2588943411733,2079.0,1.5332025868014736,773.15,0.8895737573368001,5.0036334841661986e-05,-0.008433090141853145,0.005933333333333333,0.7757781372131548,0.13947411254218742,5.018758585437001,0.7959999999999994,11.272126599115563,2254.6455059307627
80.0,871.4945421847038,0.95,14.673464362740031,129023.71088242598,36033.34181233384,828.0461702157434,0,0,19385.605366242653,184442.65806100247,4.152447763084976,0.10795085748653797,1386.4841251427183,5.72251904844332,0.3,388.78259302832487,2079.0,1.5183750541869596,773.15,0.889674008382941,5.0505948680377296e-05,-0.008512238541636623,0.005933333333333333,0.7754862394145899,0.13868361801737417,5.018758585437001,0.7959999999999994,11.422345245712197,2241.9491639298844
90.0,870.9595203771678,0.95,15.563047099691866,137445.23910600317,38474.34537542032,827.7068051807028,0,0,20688.581661831093,196608.16614325458,4.434362102148005,0.10845591697334174,1386.399002757302,5.358710198792536,0.3,390.3276174060379,2079.0,1.421844439412952,773.15,0.8903269417805229,5.383723078904071e-05,-0.009073690582422592,0.005933333333333333,0.7740825899742738,0.13041208381315256,5.018758585437001,0.7959999999999994,11.575285654480348,2109.0153384023793
